eval_id,sample_id,pair_id,seed_group,replicate,latent_seed,condition,qwen_correct,gemini_correct,dual_vlm_correct,automated_consensus_correct
eval_0732,sample_0835,pair_081,2,1,2021,lsda_clean,1,1,1,1
eval_0733,sample_0859,pair_002,1,1,1011,lsda_clean,1,1,1,1
eval_0734,sample_0557,pair_052,3,2,3032,native_SS,0,0,0,0
eval_0735,sample_0616,pair_002,2,1,2021,lsda_clean,1,1,1,1
eval_0736,sample_0589,pair_028,2,2,2022,lsda_clean,1,1,1,0
eval_0737,sample_0819,pair_087,1,2,1012,lsda_clean,1,1,1,1
eval_0738,sample_0715,pair_047,3,3,3033,native_SS,1,1,1,0
eval_0739,sample_0739,pair_080,2,1,2021,lsda_clean,1,1,1,1
eval_0740,sample_0761,pair_017,3,3,3033,native_SS,0,0,0,0
eval_0741,sample_0235,pair_037,3,2,3032,lsda_clean,1,1,1,1
eval_0742,sample_0248,pair_023,1,1,1011,native_SS,0,0,0,0
eval_0743,sample_0778,pair_041,2,2,2022,lsda_clean,1,0,0,0
eval_0744,sample_0693,pair_006,2,1,2021,native_SS,1,0,0,1
eval_0745,sample_0002,pair_010,1,2,1012,native_SS,1,0,0,0
eval_0746,sample_0278,pair_034,2,3,2023,lsda_clean,1,1,1,0
eval_0747,sample_0203,pair_014,3,1,3031,lsda_clean,1,1,1,1
eval_0748,sample_0317,pair_008,3,3,3033,native_SS,1,1,1,1
eval_0749,sample_0133,pair_096,1,1,1011,native_SS,1,0,0,0
eval_0750,sample_0156,pair_092,1,2,1012,lsda_clean,1,1,1,0
eval_0751,sample_0273,pair_010,3,1,3031,native_SS,1,0,0,0
eval_0752,sample_0613,pair_068,1,2,1012,lsda_clean,1,1,1,1
eval_0753,sample_0164,pair_092,2,1,2021,native_SS,1,1,1,0
eval_0754,sample_0861,pair_029,1,2,1012,native_SS,0,0,0,0
eval_0755,sample_0284,pair_059,1,1,1011,lsda_clean,1,1,1,1
eval_0756,sample_0559,pair_018,3,3,3033,lsda_clean,0,1,0,0
eval_0757,sample_0147,pair_003,1,2,1012,lsda_clean,1,1,1,0
eval_0758,sample_0411,pair_045,1,2,1012,lsda_clean,1,1,1,0
eval_0759,sample_0096,pair_048,3,3,3033,native_SS,1,0,0,0
eval_0760,sample_0141,pair_091,3,3,3033,native_SS,0,1,0,0
eval_0761,sample_0705,pair_016,2,3,2023,lsda_clean,1,1,1,1
eval_0762,sample_0636,pair_090,3,3,3033,native_SS,0,0,0,0
eval_0763,sample_0722,pair_013,2,3,2023,lsda_clean,1,1,1,0
eval_0764,sample_0805,pair_025,3,2,3032,native_SS,0,0,0,0
eval_0765,sample_0150,pair_042,1,1,1011,lsda_clean,1,1,1,0
eval_0766,sample_0496,pair_051,2,1,2021,native_SS,1,1,1,0
eval_0767,sample_0832,pair_078,3,1,3031,native_SS,1,1,1,0
eval_0768,sample_0090,pair_098,3,3,3033,lsda_clean,1,1,1,1
eval_0769,sample_0359,pair_022,3,3,3033,native_SS,1,1,1,1
eval_0770,sample_0728,pair_082,1,1,1011,lsda_clean,1,1,1,1
eval_0771,sample_0815,pair_063,3,1,3031,native_SS,1,1,1,0
eval_0772,sample_0538,pair_088,1,2,1012,native_SS,1,0,0,0
eval_0773,sample_0767,pair_085,3,2,3032,native_SS,1,1,1,1
eval_0774,sample_0518,pair_013,2,1,2021,lsda_clean,1,1,1,0
eval_0775,sample_0280,pair_063,3,2,3032,native_SS,0,0,0,0
eval_0776,sample_0549,pair_059,1,2,1012,lsda_clean,1,1,1,1
eval_0777,sample_0207,pair_027,1,2,1012,native_SS,1,0,0,0
eval_0778,sample_0281,pair_035,2,3,2023,native_SS,1,1,1,0
eval_0779,sample_0194,pair_099,3,1,3031,native_SS,1,1,1,0
eval_0780,sample_0477,pair_099,1,1,1011,native_SS,1,1,1,0
eval_0781,sample_0147,pair_003,1,2,1012,native_SS,0,0,0,0
eval_0782,sample_0885,pair_056,1,2,1012,native_SS,1,0,0,0
eval_0783,sample_0094,pair_073,1,3,1013,native_SS,1,0,0,0
eval_0784,sample_0506,pair_026,3,3,3033,lsda_clean,1,1,1,1
eval_0785,sample_0369,pair_020,2,2,2022,native_SS,0,0,0,0
eval_0786,sample_0811,pair_081,3,2,3032,native_SS,0,0,0,0
eval_0787,sample_0550,pair_048,2,1,2021,lsda_clean,1,1,1,0
eval_0788,sample_0592,pair_021,2,2,2022,native_SS,0,1,0,0
eval_0789,sample_0030,pair_088,2,2,2022,lsda_clean,1,1,1,0
eval_0790,sample_0268,pair_041,3,1,3031,lsda_clean,1,1,1,0
eval_0791,sample_0128,pair_033,3,1,3031,native_SS,1,1,1,0
eval_0792,sample_0452,pair_089,1,3,1013,lsda_clean,1,1,1,1
eval_0793,sample_0898,pair_089,3,3,3033,lsda_clean,1,1,1,1
eval_0794,sample_0200,pair_024,3,3,3033,native_SS,1,0,0,0
eval_0795,sample_0789,pair_029,3,1,3031,native_SS,0,0,0,0
eval_0796,sample_0023,pair_086,3,1,3031,lsda_clean,1,1,1,0
eval_0797,sample_0161,pair_089,2,2,2022,native_SS,0,0,0,0
eval_0798,sample_0414,pair_082,2,1,2021,native_SS,1,1,1,1
eval_0799,sample_0579,pair_006,2,3,2023,native_SS,0,0,0,0
eval_0800,sample_0505,pair_090,2,1,2021,lsda_clean,1,1,1,1
eval_0801,sample_0632,pair_016,3,2,3032,lsda_clean,1,1,1,0
eval_0802,sample_0335,pair_025,2,1,2021,lsda_clean,1,0,0,0
eval_0803,sample_0394,pair_032,2,2,2022,lsda_clean,1,1,1,1
eval_0804,sample_0324,pair_065,1,3,1013,lsda_clean,1,1,1,1
eval_0805,sample_0787,pair_076,2,3,2023,lsda_clean,1,1,1,1
eval_0806,sample_0833,pair_002,3,3,3033,native_SS,1,1,1,0
eval_0807,sample_0626,pair_031,3,2,3032,lsda_clean,1,1,1,1
eval_0808,sample_0386,pair_003,2,2,2022,lsda_clean,0,0,0,0
eval_0809,sample_0124,pair_024,2,2,2022,lsda_clean,1,1,1,1
eval_0810,sample_0018,pair_057,1,1,1011,lsda_clean,1,1,1,1
eval_0811,sample_0367,pair_042,2,1,2021,lsda_clean,1,1,1,0
eval_0812,sample_0524,pair_026,2,1,2021,lsda_clean,1,1,1,1
eval_0813,sample_0029,pair_079,3,2,3032,native_SS,1,1,1,1
eval_0814,sample_0837,pair_014,2,3,2023,native_SS,0,1,0,0
eval_0815,sample_0411,pair_045,1,2,1012,native_SS,1,0,0,0
eval_0816,sample_0111,pair_073,2,2,2022,lsda_clean,1,1,1,1
eval_0817,sample_0803,pair_041,3,3,3033,native_SS,1,1,1,0
eval_0818,sample_0775,pair_066,2,2,2022,lsda_clean,1,1,1,1
eval_0819,sample_0538,pair_088,1,2,1012,lsda_clean,1,1,1,0
eval_0820,sample_0788,pair_025,2,2,2022,lsda_clean,1,1,1,0
eval_0821,sample_0893,pair_087,3,3,3033,native_SS,1,1,1,0
eval_0822,sample_0598,pair_010,3,3,3033,lsda_clean,1,0,0,0
eval_0823,sample_0380,pair_056,3,2,3032,lsda_clean,1,1,1,0
eval_0824,sample_0029,pair_079,3,2,3032,lsda_clean,1,1,1,1
eval_0825,sample_0721,pair_084,1,3,1013,native_SS,0,0,0,0
eval_0826,sample_0631,pair_036,2,3,2023,native_SS,0,0,0,0
eval_0827,sample_0788,pair_025,2,2,2022,native_SS,1,1,1,0
eval_0828,sample_0349,pair_070,1,3,1013,lsda_clean,1,1,1,1
eval_0829,sample_0091,pair_046,3,3,3033,native_SS,1,0,0,0
eval_0830,sample_0031,pair_085,1,1,1011,native_SS,1,1,1,1
eval_0831,sample_0719,pair_032,3,1,3031,lsda_clean,1,1,1,0
eval_0832,sample_0275,pair_093,1,1,1011,lsda_clean,1,1,1,0
eval_0833,sample_0487,pair_079,2,1,2021,lsda_clean,0,1,0,1
eval_0834,sample_0050,pair_058,1,2,1012,native_SS,1,1,1,0
eval_0835,sample_0094,pair_073,1,3,1013,lsda_clean,1,1,1,1
eval_0836,sample_0464,pair_052,3,3,3033,native_SS,0,0,0,0
eval_0837,sample_0373,pair_098,3,1,3031,native_SS,0,0,0,0
eval_0838,sample_0256,pair_057,1,2,1012,lsda_clean,1,1,1,0
eval_0839,sample_0856,pair_091,2,3,2023,native_SS,0,0,0,0
eval_0840,sample_0779,pair_073,3,3,3033,native_SS,1,0,0,0
eval_0841,sample_0383,pair_096,3,3,3033,lsda_clean,1,1,1,0
eval_0842,sample_0874,pair_015,1,1,1011,lsda_clean,1,1,1,0
eval_0843,sample_0188,pair_087,2,1,2021,lsda_clean,1,1,1,1
eval_0844,sample_0802,pair_058,2,2,2022,lsda_clean,1,1,1,0
eval_0845,sample_0840,pair_092,2,2,2022,lsda_clean,1,1,1,1
eval_0846,sample_0177,pair_066,1,3,1013,lsda_clean,1,1,1,1
eval_0847,sample_0410,pair_099,1,2,1012,lsda_clean,1,1,1,0
eval_0848,sample_0486,pair_065,1,2,1012,native_SS,1,1,1,0
eval_0849,sample_0595,pair_044,2,1,2021,lsda_clean,1,1,1,1
eval_0850,sample_0577,pair_052,2,3,2023,lsda_clean,1,1,1,0
eval_0851,sample_0706,pair_020,1,2,1012,native_SS,1,1,1,0
eval_0852,sample_0472,pair_020,3,1,3031,lsda_clean,1,1,1,1
eval_0853,sample_0122,pair_083,3,2,3032,lsda_clean,1,1,1,1
eval_0854,sample_0399,pair_002,3,1,3031,lsda_clean,1,1,1,0
eval_0855,sample_0641,pair_039,2,3,2023,native_SS,0,0,0,0
eval_0856,sample_0337,pair_009,2,2,2022,lsda_clean,1,1,1,0
eval_0857,sample_0205,pair_066,2,1,2021,native_SS,1,0,0,0
eval_0858,sample_0846,pair_067,1,1,1011,native_SS,1,0,0,0
eval_0859,sample_0064,pair_040,3,3,3033,native_SS,1,0,0,0
eval_0860,sample_0605,pair_026,2,3,2023,native_SS,0,1,0,0
eval_0861,sample_0265,pair_001,1,1,1011,lsda_clean,1,1,1,0
eval_0862,sample_0397,pair_094,3,3,3033,lsda_clean,1,1,1,1
eval_0863,sample_0784,pair_031,1,2,1012,native_SS,0,1,0,0
eval_0864,sample_0381,pair_073,1,1,1011,native_SS,1,1,1,1
eval_0865,sample_0033,pair_095,2,2,2022,native_SS,1,0,0,0
eval_0866,sample_0314,pair_030,2,3,2023,lsda_clean,1,1,1,0
eval_0867,sample_0169,pair_037,2,1,2021,lsda_clean,1,1,1,1
eval_0868,sample_0148,pair_010,3,2,3032,native_SS,1,0,0,0
eval_0869,sample_0806,pair_076,3,1,3031,native_SS,0,0,0,0
eval_0870,sample_0036,pair_053,1,3,1013,native_SS,1,0,0,0
eval_0871,sample_0624,pair_050,2,2,2022,lsda_clean,1,0,0,0
eval_0872,sample_0387,pair_080,2,2,2022,native_SS,1,1,1,1
eval_0873,sample_0547,pair_089,3,2,3032,lsda_clean,1,1,1,1
eval_0874,sample_0231,pair_018,1,3,1013,native_SS,1,0,0,0
eval_0875,sample_0882,pair_100,1,2,1012,lsda_clean,1,1,1,0
eval_0876,sample_0010,pair_084,3,3,3033,lsda_clean,1,1,1,1
eval_0877,sample_0718,pair_032,1,2,1012,native_SS,1,1,1,0
eval_0878,sample_0080,pair_081,1,2,1012,lsda_clean,1,1,1,1
eval_0879,sample_0193,pair_022,1,3,1013,lsda_clean,1,1,1,0
eval_0880,sample_0018,pair_057,1,1,1011,native_SS,1,1,1,0
eval_0881,sample_0805,pair_025,3,2,3032,lsda_clean,0,0,0,0
eval_0882,sample_0125,pair_039,3,2,3032,lsda_clean,1,1,1,1
eval_0883,sample_0430,pair_047,1,2,1012,native_SS,0,1,0,0
eval_0884,sample_0226,pair_019,1,3,1013,lsda_clean,1,1,1,0
eval_0885,sample_0620,pair_005,2,2,2022,native_SS,0,0,0,0
eval_0886,sample_0627,pair_072,3,3,3033,native_SS,1,0,0,0
eval_0887,sample_0419,pair_083,1,2,1012,lsda_clean,1,1,1,1
eval_0888,sample_0335,pair_025,2,1,2021,native_SS,0,0,0,0
eval_0889,sample_0070,pair_008,1,2,1012,lsda_clean,1,1,1,1
eval_0890,sample_0649,pair_018,2,1,2021,native_SS,0,0,0,0
eval_0891,sample_0714,pair_085,2,3,2023,native_SS,1,0,0,0
eval_0892,sample_0089,pair_002,3,2,3032,native_SS,1,0,0,0
eval_0893,sample_0164,pair_092,2,1,2021,lsda_clean,1,1,1,1
eval_0894,sample_0708,pair_014,2,1,2021,lsda_clean,1,0,0,0
eval_0895,sample_0062,pair_021,1,1,1011,lsda_clean,1,1,1,1
eval_0896,sample_0552,pair_088,2,3,2023,native_SS,0,0,0,0
eval_0897,sample_0632,pair_016,3,2,3032,native_SS,1,1,1,0
eval_0898,sample_0808,pair_024,3,1,3031,native_SS,0,0,0,0
eval_0899,sample_0183,pair_046,2,1,2021,lsda_clean,0,0,0,0
eval_0900,sample_0276,pair_070,1,2,1012,lsda_clean,1,1,1,1
eval_0901,sample_0088,pair_085,1,3,1013,lsda_clean,1,1,1,1
eval_0902,sample_0629,pair_034,1,1,1011,lsda_clean,1,1,1,1
eval_0903,sample_0157,pair_008,2,2,2022,native_SS,1,0,0,0
eval_0904,sample_0186,pair_088,3,2,3032,native_SS,0,0,0,0
eval_0905,sample_0749,pair_012,1,1,1011,lsda_clean,1,1,1,1
eval_0906,sample_0096,pair_048,3,3,3033,lsda_clean,1,1,1,1
eval_0907,sample_0432,pair_028,1,1,1011,native_SS,1,1,1,0
eval_0908,sample_0511,pair_023,2,2,2022,native_SS,0,0,0,0
eval_0909,sample_0095,pair_003,2,3,2023,lsda_clean,1,0,0,0
eval_0910,sample_0154,pair_051,3,3,3033,native_SS,0,0,0,0
eval_0911,sample_0205,pair_066,2,1,2021,lsda_clean,1,1,1,0
eval_0912,sample_0633,pair_063,1,3,1013,native_SS,0,0,0,0
eval_0913,sample_0259,pair_078,2,2,2022,lsda_clean,1,1,1,1
eval_0914,sample_0038,pair_089,2,3,2023,native_SS,0,0,0,0
eval_0915,sample_0599,pair_074,1,2,1012,lsda_clean,1,1,1,1
eval_0916,sample_0312,pair_086,1,2,1012,lsda_clean,1,1,1,1
eval_0917,sample_0617,pair_044,2,2,2022,native_SS,1,1,1,0
eval_0918,sample_0823,pair_024,2,1,2021,native_SS,1,1,1,0
eval_0919,sample_0499,pair_079,1,1,1011,lsda_clean,0,1,0,0
eval_0920,sample_0294,pair_053,2,2,2022,native_SS,1,0,0,0
eval_0921,sample_0425,pair_019,3,3,3033,lsda_clean,1,1,1,1
eval_0922,sample_0720,pair_030,1,1,1011,lsda_clean,1,0,0,0
eval_0923,sample_0233,pair_036,1,2,1012,native_SS,1,0,0,0
eval_0924,sample_0129,pair_011,1,3,1013,native_SS,1,1,1,0
eval_0925,sample_0426,pair_012,2,2,2022,lsda_clean,1,1,1,1
eval_0926,sample_0564,pair_031,3,1,3031,native_SS,1,0,0,0
eval_0927,sample_0738,pair_058,3,1,3031,native_SS,1,1,1,0
eval_0928,sample_0597,pair_062,3,2,3032,lsda_clean,1,1,1,1
eval_0929,sample_0797,pair_004,2,2,2022,lsda_clean,1,1,1,1
eval_0930,sample_0267,pair_076,3,2,3032,native_SS,0,0,0,0
eval_0931,sample_0830,pair_090,3,2,3032,native_SS,1,1,1,1
eval_0932,sample_0098,pair_027,1,1,1011,lsda_clean,1,1,1,1
eval_0933,sample_0074,pair_075,1,3,1013,lsda_clean,1,1,1,1
eval_0934,sample_0026,pair_069,3,1,3031,native_SS,0,1,0,1
eval_0935,sample_0048,pair_033,1,3,1013,native_SS,0,1,0,1
eval_0936,sample_0729,pair_065,3,2,3032,native_SS,1,1,1,0
eval_0937,sample_0302,pair_093,2,1,2021,native_SS,0,0,0,0
eval_0938,sample_0590,pair_077,1,2,1012,lsda_clean,1,1,1,0
eval_0939,sample_0232,pair_093,1,3,1013,native_SS,1,0,0,1
eval_0940,sample_0067,pair_043,3,3,3033,native_SS,1,0,0,0
eval_0941,sample_0290,pair_092,3,2,3032,native_SS,0,0,0,0
eval_0942,sample_0229,pair_067,2,2,2022,lsda_clean,0,0,0,1
eval_0943,sample_0117,pair_085,3,1,3031,lsda_clean,1,1,1,0
eval_0944,sample_0087,pair_063,1,1,1011,lsda_clean,1,1,1,0
eval_0945,sample_0598,pair_010,3,3,3033,native_SS,1,0,0,0
eval_0946,sample_0166,pair_096,3,1,3031,native_SS,1,0,0,0
eval_0947,sample_0381,pair_073,1,1,1011,lsda_clean,1,1,1,1
eval_0948,sample_0727,pair_056,2,2,2022,native_SS,1,0,0,0
eval_0949,sample_0748,pair_040,3,1,3031,lsda_clean,0,1,0,0
eval_0950,sample_0365,pair_053,2,1,2021,native_SS,1,0,0,0
eval_0951,sample_0127,pair_047,2,3,2023,native_SS,0,1,0,0
eval_0952,sample_0736,pair_078,1,3,1013,native_SS,1,0,0,0
eval_0953,sample_0465,pair_028,1,3,1013,native_SS,1,1,1,0
eval_0954,sample_0755,pair_045,1,3,1013,native_SS,1,1,1,1
eval_0955,sample_0640,pair_025,3,1,3031,native_SS,1,1,1,0
eval_0956,sample_0769,pair_027,2,1,2021,native_SS,1,1,1,0
eval_0957,sample_0472,pair_020,3,1,3031,native_SS,1,1,1,1
eval_0958,sample_0306,pair_087,2,2,2022,native_SS,1,1,1,1
eval_0959,sample_0235,pair_037,3,2,3032,native_SS,1,0,0,0
eval_0960,sample_0266,pair_046,1,1,1011,native_SS,0,1,0,0
eval_0961,sample_0283,pair_006,3,1,3031,native_SS,0,1,0,0
eval_0962,sample_0162,pair_040,1,1,1011,lsda_clean,1,0,0,0
eval_0963,sample_0202,pair_073,1,2,1012,lsda_clean,1,1,1,0
eval_0964,sample_0395,pair_051,1,1,1011,native_SS,1,1,1,1
eval_0965,sample_0584,pair_051,2,2,2022,native_SS,1,1,1,0
eval_0966,sample_0589,pair_028,2,2,2022,native_SS,1,1,1,0
eval_0967,sample_0289,pair_058,2,1,2021,native_SS,1,1,1,0
eval_0968,sample_0191,pair_024,1,1,1011,native_SS,1,1,1,1
eval_0969,sample_0453,pair_048,1,1,1011,lsda_clean,1,1,1,1
eval_0970,sample_0523,pair_045,3,3,3033,native_SS,0,0,0,0
eval_0971,sample_0130,pair_070,2,3,2023,lsda_clean,1,1,1,1
eval_0972,sample_0548,pair_038,3,2,3032,native_SS,1,1,1,0
eval_0973,sample_0301,pair_025,3,3,3033,native_SS,0,0,0,0
eval_0974,sample_0836,pair_048,3,2,3032,lsda_clean,1,1,1,1
eval_0975,sample_0826,pair_076,1,3,1013,native_SS,1,0,0,1
eval_0976,sample_0320,pair_017,1,3,1013,native_SS,1,1,1,0
eval_0977,sample_0864,pair_055,3,2,3032,lsda_clean,0,1,0,0
eval_0978,sample_0889,pair_013,3,3,3033,lsda_clean,1,1,1,1
eval_0979,sample_0450,pair_035,3,2,3032,lsda_clean,1,1,1,1
eval_0980,sample_0576,pair_079,2,3,2023,native_SS,1,0,0,1
eval_0981,sample_0326,pair_090,1,2,1012,native_SS,0,0,0,0
eval_0982,sample_0359,pair_022,3,3,3033,lsda_clean,1,1,1,1
eval_0983,sample_0711,pair_032,2,1,2021,lsda_clean,1,1,1,1
eval_0984,sample_0437,pair_020,2,3,2023,native_SS,0,0,0,0
eval_0985,sample_0791,pair_023,3,2,3032,native_SS,1,0,0,0
eval_0986,sample_0294,pair_053,2,2,2022,lsda_clean,1,1,1,0
eval_0987,sample_0615,pair_059,2,1,2021,lsda_clean,1,1,1,0
eval_0988,sample_0358,pair_095,3,2,3032,native_SS,1,0,0,0
eval_0989,sample_0334,pair_073,2,1,2021,native_SS,1,1,1,1
eval_0990,sample_0843,pair_016,3,3,3033,native_SS,1,0,0,0
eval_0991,sample_0253,pair_028,2,3,2023,lsda_clean,1,1,1,1
eval_0992,sample_0753,pair_050,1,2,1012,lsda_clean,1,0,0,0
eval_0993,sample_0039,pair_073,2,3,2023,native_SS,1,1,1,1
eval_0994,sample_0737,pair_027,2,2,2022,lsda_clean,0,0,0,0
eval_0995,sample_0783,pair_018,1,1,1011,lsda_clean,1,1,1,1
eval_0996,sample_0230,pair_035,3,3,3033,native_SS,1,1,1,1
eval_0997,sample_0824,pair_077,1,1,1011,native_SS,1,1,1,1
eval_0998,sample_0549,pair_059,1,2,1012,native_SS,1,0,0,0
eval_0999,sample_0505,pair_090,2,1,2021,native_SS,0,0,0,1
eval_1000,sample_0458,pair_014,2,2,2022,native_SS,1,1,1,1
eval_1001,sample_0655,pair_087,2,3,2023,native_SS,1,1,1,1
eval_1002,sample_0746,pair_035,2,2,2022,native_SS,1,1,1,1
eval_1003,sample_0498,pair_072,2,3,2023,native_SS,0,0,0,0
eval_1004,sample_0544,pair_100,2,1,2021,native_SS,1,1,1,0
eval_1005,sample_0439,pair_047,1,3,1013,native_SS,1,1,1,0
eval_1006,sample_0772,pair_007,1,3,1013,lsda_clean,1,1,1,0
eval_1007,sample_0790,pair_005,2,1,2021,lsda_clean,0,0,0,0
eval_1008,sample_0700,pair_062,3,1,3031,lsda_clean,1,1,1,0
eval_1009,sample_0531,pair_042,1,3,1013,native_SS,1,1,1,0
eval_1010,sample_0585,pair_036,2,2,2022,native_SS,1,0,0,0
eval_1011,sample_0474,pair_039,1,2,1012,lsda_clean,1,1,1,1
eval_1012,sample_0723,pair_038,2,1,2021,native_SS,1,1,1,0
eval_1013,sample_0836,pair_048,3,2,3032,native_SS,1,1,1,0
eval_1014,sample_0251,pair_075,3,2,3032,native_SS,1,1,1,0
eval_1015,sample_0677,pair_091,3,2,3032,lsda_clean,1,0,0,0
eval_1016,sample_0641,pair_039,2,3,2023,lsda_clean,1,1,1,0
eval_1017,sample_0190,pair_035,2,1,2021,lsda_clean,1,0,0,0
eval_1018,sample_0315,pair_084,2,1,2021,native_SS,1,0,0,1
eval_1019,sample_0873,pair_039,1,3,1013,native_SS,1,1,1,0
eval_1020,sample_0570,pair_061,2,2,2022,lsda_clean,1,1,1,1
eval_1021,sample_0489,pair_053,3,2,3032,lsda_clean,1,0,0,0
eval_1022,sample_0271,pair_062,2,2,2022,lsda_clean,1,1,1,1
eval_1023,sample_0668,pair_075,2,3,2023,native_SS,1,1,1,1
eval_1024,sample_0195,pair_063,2,1,2021,lsda_clean,1,1,1,1
eval_1025,sample_0614,pair_031,1,1,1011,lsda_clean,0,0,0,0
eval_1026,sample_0512,pair_011,2,1,2021,lsda_clean,0,0,0,0
eval_1027,sample_0515,pair_086,1,3,1013,native_SS,1,1,1,1
eval_1028,sample_0674,pair_012,3,3,3033,lsda_clean,1,1,1,0
eval_1029,sample_0107,pair_058,1,1,1011,native_SS,1,1,1,0
eval_1030,sample_0131,pair_015,3,3,3033,lsda_clean,1,1,1,1
eval_1031,sample_0457,pair_055,3,3,3033,native_SS,1,0,0,0
eval_1032,sample_0723,pair_038,2,1,2021,lsda_clean,1,1,1,1
eval_1033,sample_0813,pair_052,2,1,2021,lsda_clean,1,1,1,1
eval_1034,sample_0656,pair_037,1,2,1012,lsda_clean,1,1,1,0
eval_1035,sample_0291,pair_053,1,1,1011,lsda_clean,1,1,1,0
eval_1036,sample_0090,pair_098,3,3,3033,native_SS,1,1,1,0
eval_1037,sample_0633,pair_063,1,3,1013,lsda_clean,1,1,1,1
eval_1038,sample_0082,pair_025,1,2,1012,lsda_clean,1,1,1,0
eval_1039,sample_0485,pair_034,3,3,3033,lsda_clean,1,1,1,1
eval_1040,sample_0286,pair_091,1,2,1012,lsda_clean,1,1,1,0
eval_1041,sample_0004,pair_100,2,2,2022,lsda_clean,1,1,1,0
eval_1042,sample_0309,pair_016,3,1,3031,lsda_clean,1,0,0,0
eval_1043,sample_0750,pair_030,1,2,1012,lsda_clean,1,1,1,1
eval_1044,sample_0406,pair_098,1,2,1012,lsda_clean,1,1,1,0
eval_1045,sample_0591,pair_063,2,2,2022,lsda_clean,1,1,1,0
eval_1046,sample_0513,pair_058,3,2,3032,lsda_clean,1,1,1,0
eval_1047,sample_0534,pair_036,2,1,2021,native_SS,1,0,0,1
eval_1048,sample_0406,pair_098,1,2,1012,native_SS,1,1,1,0
eval_1049,sample_0638,pair_039,3,1,3031,lsda_clean,1,0,0,0
eval_1050,sample_0575,pair_092,2,3,2023,native_SS,1,1,1,0
eval_1051,sample_0811,pair_081,3,2,3032,lsda_clean,1,1,1,1
eval_1052,sample_0307,pair_007,2,1,2021,lsda_clean,1,1,1,0
eval_1053,sample_0509,pair_085,2,1,2021,native_SS,1,1,1,1
eval_1054,sample_0266,pair_046,1,1,1011,lsda_clean,1,0,0,0
eval_1055,sample_0853,pair_004,2,3,2023,lsda_clean,1,1,1,1
eval_1056,sample_0508,pair_095,1,1,1011,native_SS,1,1,1,0
eval_1057,sample_0415,pair_026,1,3,1013,native_SS,1,1,1,1
eval_1058,sample_0579,pair_006,2,3,2023,lsda_clean,1,1,1,0
eval_1059,sample_0444,pair_049,3,3,3033,native_SS,1,1,1,0
eval_1060,sample_0311,pair_086,2,3,2023,native_SS,1,1,1,0
eval_1061,sample_0866,pair_056,3,3,3033,lsda_clean,1,1,1,1
eval_1062,sample_0376,pair_043,2,3,2023,native_SS,0,0,0,0
eval_1063,sample_0525,pair_037,3,1,3031,native_SS,1,1,1,0
eval_1064,sample_0107,pair_058,1,1,1011,lsda_clean,1,1,1,0
eval_1065,sample_0699,pair_042,1,2,1012,lsda_clean,1,0,0,0
eval_1066,sample_0474,pair_039,1,2,1012,native_SS,1,1,1,0
eval_1067,sample_0865,pair_021,3,3,3033,native_SS,1,1,1,0
eval_1068,sample_0081,pair_035,3,1,3031,lsda_clean,1,1,1,0
eval_1069,sample_0209,pair_084,3,1,3031,lsda_clean,1,1,1,1
eval_1070,sample_0455,pair_059,3,3,3033,native_SS,1,0,0,0
eval_1071,sample_0516,pair_073,3,1,3031,lsda_clean,1,1,1,1
eval_1072,sample_0086,pair_093,2,3,2023,native_SS,1,1,1,0
eval_1073,sample_0345,pair_028,1,2,1012,lsda_clean,1,0,0,0
eval_1074,sample_0883,pair_003,1,1,1011,lsda_clean,0,0,0,0
eval_1075,sample_0025,pair_055,2,1,2021,lsda_clean,1,1,1,0
eval_1076,sample_0015,pair_100,2,3,2023,lsda_clean,1,1,1,1
eval_1077,sample_0159,pair_030,1,3,1013,native_SS,0,1,0,0
eval_1078,sample_0845,pair_017,3,2,3032,lsda_clean,1,1,1,0
eval_1079,sample_0663,pair_070,3,2,3032,native_SS,1,1,1,1
eval_1080,sample_0362,pair_080,2,3,2023,lsda_clean,1,1,1,1
eval_1081,sample_0611,pair_001,2,2,2022,native_SS,1,0,0,0
eval_1082,sample_0153,pair_096,1,2,1012,lsda_clean,1,1,1,1
eval_1083,sample_0762,pair_079,3,3,3033,lsda_clean,1,1,1,1
eval_1084,sample_0208,pair_064,3,1,3031,lsda_clean,1,1,1,0
eval_1085,sample_0160,pair_099,2,2,2022,native_SS,1,1,1,0
eval_1086,sample_0692,pair_065,2,1,2021,native_SS,1,1,1,1
eval_1087,sample_0486,pair_065,1,2,1012,lsda_clean,1,1,1,1
eval_1088,sample_0462,pair_043,1,2,1012,native_SS,1,1,1,0
eval_1089,sample_0604,pair_043,3,2,3032,native_SS,1,1,1,0
eval_1090,sample_0502,pair_036,1,3,1013,lsda_clean,1,1,1,0
eval_1091,sample_0482,pair_029,2,3,2023,native_SS,1,0,0,0
eval_1092,sample_0073,pair_061,3,2,3032,lsda_clean,1,1,1,1
eval_1093,sample_0893,pair_087,3,3,3033,lsda_clean,1,1,1,0
eval_1094,sample_0657,pair_068,3,1,3031,native_SS,1,1,1,0
eval_1095,sample_0443,pair_007,3,3,3033,lsda_clean,1,1,1,1
eval_1096,sample_0244,pair_007,2,2,2022,native_SS,1,1,1,1
eval_1097,sample_0392,pair_079,1,2,1012,native_SS,1,0,0,0
