sample_id,pair_id,pair_index,seed_group,replicate,latent_seed,native_eval_id,lsda_eval_id,native_correct,native_drift,lsda_correct,lsda_drift,transition
sample_0624,pair_050,50,2,2,2022,eval_0575,eval_0871,1,0,1,0,both_correct
sample_0625,pair_075,75,2,1,2021,eval_0079,eval_0573,1,0,1,0,both_correct
sample_0626,pair_031,31,3,2,3032,eval_0636,eval_0807,0,1,1,0,restored
sample_0627,pair_072,72,3,3,3033,eval_0886,eval_0719,1,0,1,0,both_correct
sample_0628,pair_066,66,3,2,3032,eval_1184,eval_1504,1,0,1,0,both_correct
sample_0629,pair_034,34,1,1,1011,eval_1712,eval_0902,1,0,1,0,both_correct
sample_0630,pair_040,40,2,2,2022,eval_1798,eval_1160,1,0,1,0,both_correct
sample_0631,pair_036,36,2,3,2023,eval_0826,eval_1665,0,1,1,0,restored
sample_0632,pair_016,16,3,2,3032,eval_0897,eval_0801,1,0,1,0,both_correct
sample_0633,pair_063,63,1,3,1013,eval_0912,eval_1037,0,1,1,0,restored
sample_0634,pair_049,49,3,1,3031,eval_1522,eval_1326,1,0,1,0,both_correct
sample_0635,pair_015,15,3,1,3031,eval_1756,eval_1396,0,1,1,0,restored
sample_0636,pair_090,90,3,3,3033,eval_0762,eval_0696,0,1,1,0,restored
sample_0637,pair_092,92,3,1,3031,eval_1127,eval_0109,1,0,1,0,both_correct
sample_0638,pair_039,39,3,1,3031,eval_1146,eval_1049,0,1,1,0,restored
sample_0639,pair_064,64,1,2,1012,eval_0235,eval_0473,0,1,1,0,restored
sample_0640,pair_025,25,3,1,3031,eval_0955,eval_1216,1,0,1,0,both_correct
sample_0641,pair_039,39,2,3,2023,eval_0855,eval_1016,0,1,1,0,restored
sample_0642,pair_019,19,1,2,1012,eval_0510,eval_0420,1,0,1,0,both_correct
sample_0643,pair_036,36,3,3,3033,eval_0002,eval_0626,0,1,0,1,persistent_failure
sample_0644,pair_046,46,1,2,1012,eval_1464,eval_1632,0,1,1,0,restored
sample_0645,pair_044,44,3,1,3031,eval_1792,eval_0459,1,0,1,0,both_correct
sample_0646,pair_004,4,3,1,3031,eval_1571,eval_1781,1,0,1,0,both_correct
sample_0647,pair_097,97,1,3,1013,eval_0665,eval_1232,1,0,1,0,both_correct
sample_0648,pair_080,80,1,3,1013,eval_0726,eval_0619,1,0,1,0,both_correct
sample_0649,pair_018,18,2,1,2021,eval_0890,eval_0285,0,1,1,0,restored
sample_0650,pair_030,30,2,2,2022,eval_0074,eval_0351,1,0,0,1,worsened
sample_0651,pair_069,69,1,1,1011,eval_0023,eval_1620,0,1,1,0,restored
sample_0652,pair_058,58,3,3,3033,eval_0588,eval_0054,1,0,1,0,both_correct
sample_0653,pair_069,69,3,3,3033,eval_1735,eval_0730,1,0,1,0,both_correct
sample_0654,pair_041,41,2,3,2023,eval_1318,eval_1479,1,0,1,0,both_correct
sample_0655,pair_087,87,2,3,2023,eval_1001,eval_1590,1,0,1,0,both_correct
sample_0656,pair_037,37,1,2,1012,eval_1246,eval_1034,1,0,1,0,both_correct
sample_0657,pair_068,68,3,1,3031,eval_1094,eval_0507,1,0,1,0,both_correct
sample_0658,pair_038,38,1,2,1012,eval_0311,eval_1455,1,0,1,0,both_correct
sample_0659,pair_082,82,3,2,3032,eval_1446,eval_0058,0,1,1,0,restored
sample_0660,pair_001,1,3,1,3031,eval_0340,eval_0218,1,0,1,0,both_correct
sample_0661,pair_061,61,1,2,1012,eval_1406,eval_1578,1,0,1,0,both_correct
sample_0662,pair_005,5,3,1,3031,eval_0533,eval_0015,0,1,1,0,restored
sample_0663,pair_070,70,3,2,3032,eval_1079,eval_0550,1,0,1,0,both_correct
sample_0664,pair_077,77,1,3,1013,eval_1226,eval_1622,1,0,1,0,both_correct
sample_0665,pair_047,47,2,2,2022,eval_1312,eval_1224,1,0,1,0,both_correct
sample_0666,pair_060,60,3,2,3032,eval_0237,eval_0649,1,0,1,0,both_correct
sample_0667,pair_021,21,1,2,1012,eval_1370,eval_1350,1,0,1,0,both_correct
sample_0668,pair_075,75,2,3,2023,eval_1023,eval_1526,1,0,1,0,both_correct
sample_0669,pair_095,95,2,1,2021,eval_1456,eval_1229,0,1,0,1,persistent_failure
sample_0670,pair_100,100,3,2,3032,eval_1747,eval_1445,1,0,1,0,both_correct
sample_0671,pair_062,62,2,1,2021,eval_1536,eval_0504,1,0,1,0,both_correct
sample_0672,pair_087,87,1,3,1013,eval_1639,eval_0695,1,0,1,0,both_correct
sample_0673,pair_061,61,3,1,3031,eval_0464,eval_1384,1,0,1,0,both_correct
sample_0674,pair_012,12,3,3,3033,eval_1390,eval_1028,1,0,1,0,both_correct
sample_0675,pair_076,76,1,2,1012,eval_1298,eval_0036,0,1,1,0,restored
sample_0676,pair_079,79,3,1,3031,eval_0681,eval_0729,1,0,1,0,both_correct
sample_0677,pair_091,91,3,2,3032,eval_0195,eval_1015,0,1,1,0,restored
sample_0678,pair_041,41,1,3,1013,eval_1364,eval_1612,1,0,1,0,both_correct
sample_0679,pair_060,60,2,3,2023,eval_1768,eval_0356,1,0,1,0,both_correct
sample_0680,pair_008,8,2,3,2023,eval_1763,eval_0418,0,1,0,1,persistent_failure
sample_0681,pair_029,29,2,2,2022,eval_0542,eval_1339,1,0,1,0,both_correct
sample_0682,pair_071,71,2,2,2022,eval_0412,eval_0639,0,1,1,0,restored
sample_0683,pair_039,39,3,3,3033,eval_1100,eval_1773,0,1,1,0,restored
sample_0684,pair_008,8,2,1,2021,eval_0283,eval_1418,0,1,0,1,persistent_failure
sample_0685,pair_069,69,2,1,2021,eval_0245,eval_0631,1,0,1,0,both_correct
sample_0686,pair_077,77,3,1,3031,eval_0620,eval_0082,0,1,1,0,restored
sample_0687,pair_065,65,2,3,2023,eval_1749,eval_0349,1,0,1,0,both_correct
sample_0688,pair_049,49,1,3,1013,eval_1475,eval_1696,1,0,1,0,both_correct
sample_0689,pair_085,85,2,2,2022,eval_1623,eval_0312,1,0,1,0,both_correct
sample_0690,pair_051,51,3,1,3031,eval_0446,eval_0520,1,0,1,0,both_correct
sample_0691,pair_079,79,1,3,1013,eval_1766,eval_1449,1,0,1,0,both_correct
sample_0692,pair_065,65,2,1,2021,eval_1086,eval_0192,1,0,1,0,both_correct
sample_0693,pair_006,6,2,1,2021,eval_0744,eval_0032,1,0,1,0,both_correct
sample_0694,pair_013,13,1,1,1011,eval_0164,eval_1409,0,1,1,0,restored
sample_0695,pair_084,84,1,2,1012,eval_1386,eval_0543,0,1,1,0,restored
sample_0696,pair_063,63,2,3,2023,eval_0375,eval_0115,1,0,1,0,both_correct
sample_0697,pair_082,82,1,3,1013,eval_1282,eval_0537,1,0,1,0,both_correct
sample_0698,pair_019,19,2,3,2023,eval_1565,eval_1188,1,0,1,0,both_correct
sample_0699,pair_042,42,1,2,1012,eval_1603,eval_1065,0,1,1,0,restored
sample_0700,pair_062,62,3,1,3031,eval_0197,eval_1008,0,1,1,0,restored
sample_0701,pair_062,62,3,3,3033,eval_1408,eval_0395,0,1,1,0,restored
sample_0702,pair_040,40,3,2,3032,eval_1199,eval_1159,1,0,1,0,both_correct
sample_0703,pair_030,30,2,1,2021,eval_1323,eval_0480,1,0,1,0,both_correct
sample_0704,pair_016,16,1,3,1013,eval_0165,eval_0652,1,0,1,0,both_correct
sample_0705,pair_016,16,2,3,2023,eval_1310,eval_0761,1,0,1,0,both_correct
sample_0706,pair_020,20,1,2,1012,eval_0851,eval_0553,1,0,1,0,both_correct
sample_0707,pair_012,12,3,1,3031,eval_1472,eval_0512,0,1,1,0,restored
sample_0708,pair_014,14,2,1,2021,eval_0111,eval_0894,1,0,1,0,both_correct
sample_0709,pair_017,17,1,1,1011,eval_0709,eval_1172,1,0,1,0,both_correct
sample_0710,pair_064,64,2,3,2023,eval_0569,eval_0461,1,0,1,0,both_correct
sample_0711,pair_032,32,2,1,2021,eval_0179,eval_0983,1,0,1,0,both_correct
sample_0712,pair_001,1,3,2,3032,eval_1337,eval_1484,1,0,1,0,both_correct
sample_0713,pair_043,43,3,1,3031,eval_0411,eval_0498,0,1,1,0,restored
sample_0714,pair_085,85,2,3,2023,eval_0891,eval_0720,1,0,1,0,both_correct
sample_0715,pair_047,47,3,3,3033,eval_0738,eval_0191,1,0,1,0,both_correct
sample_0716,pair_034,34,2,1,2021,eval_0422,eval_0396,1,0,1,0,both_correct
sample_0717,pair_010,10,2,2,2022,eval_0728,eval_1385,1,0,1,0,both_correct
sample_0718,pair_032,32,1,2,1012,eval_0877,eval_1447,1,0,1,0,both_correct
sample_0719,pair_032,32,3,1,3031,eval_1345,eval_0831,1,0,1,0,both_correct
sample_0720,pair_030,30,1,1,1011,eval_0471,eval_0922,1,0,1,0,both_correct
sample_0721,pair_084,84,1,3,1013,eval_0825,eval_1353,0,1,1,0,restored
sample_0722,pair_013,13,2,3,2023,eval_0489,eval_0763,0,1,1,0,restored
sample_0723,pair_038,38,2,1,2021,eval_1012,eval_1032,1,0,1,0,both_correct
sample_0724,pair_064,64,2,2,2022,eval_0264,eval_1277,1,0,1,0,both_correct
sample_0725,pair_074,74,2,1,2021,eval_1429,eval_1142,1,0,1,0,both_correct
sample_0726,pair_099,99,1,3,1013,eval_1267,eval_0180,1,0,1,0,both_correct
sample_0727,pair_056,56,2,2,2022,eval_0948,eval_1616,1,0,1,0,both_correct
sample_0728,pair_082,82,1,1,1011,eval_1650,eval_0770,0,1,1,0,restored
sample_0729,pair_065,65,3,2,3032,eval_0936,eval_0030,1,0,1,0,both_correct
sample_0730,pair_014,14,3,2,3032,eval_1491,eval_1252,1,0,1,0,both_correct
sample_0731,pair_083,83,1,1,1011,eval_1486,eval_1741,1,0,1,0,both_correct
sample_0732,pair_096,96,2,2,2022,eval_0260,eval_0116,0,1,1,0,restored
sample_0733,pair_056,56,2,3,2023,eval_0052,eval_0272,1,0,1,0,both_correct
sample_0734,pair_088,88,3,1,3031,eval_1215,eval_0287,0,1,1,0,restored
sample_0735,pair_082,82,3,3,3033,eval_0258,eval_1660,1,0,1,0,both_correct
sample_0736,pair_078,78,1,3,1013,eval_0952,eval_1525,1,0,1,0,both_correct
sample_0737,pair_027,27,2,2,2022,eval_0352,eval_0994,0,1,0,1,persistent_failure
sample_0738,pair_058,58,3,1,3031,eval_0927,eval_0136,1,0,1,0,both_correct
sample_0739,pair_080,80,2,1,2021,eval_0135,eval_0739,1,0,1,0,both_correct
sample_0740,pair_047,47,1,1,1011,eval_1601,eval_0366,1,0,1,0,both_correct
sample_0741,pair_062,62,1,3,1013,eval_1758,eval_1376,1,0,1,0,both_correct
sample_0742,pair_016,16,1,2,1012,eval_1102,eval_1791,1,0,1,0,both_correct
sample_0743,pair_094,94,2,3,2023,eval_1294,eval_0704,0,1,1,0,restored
sample_0744,pair_096,96,3,2,3032,eval_0009,eval_1545,1,0,0,1,worsened
sample_0745,pair_072,72,2,2,2022,eval_1668,eval_1149,0,1,1,0,restored
sample_0746,pair_035,35,2,2,2022,eval_1002,eval_1605,1,0,1,0,both_correct
sample_0747,pair_038,38,2,2,2022,eval_1606,eval_1437,1,0,1,0,both_correct
sample_0748,pair_040,40,3,1,3031,eval_0565,eval_0949,0,1,0,1,persistent_failure
sample_0749,pair_012,12,1,1,1011,eval_0107,eval_0905,1,0,1,0,both_correct
sample_0750,pair_030,30,1,2,1012,eval_0214,eval_1043,0,1,1,0,restored
sample_0751,pair_053,53,3,3,3033,eval_0615,eval_1124,1,0,1,0,both_correct
sample_0752,pair_021,21,3,1,3031,eval_1257,eval_1420,0,1,0,1,persistent_failure
sample_0753,pair_050,50,1,2,1012,eval_0633,eval_0992,1,0,1,0,both_correct
sample_0754,pair_066,66,3,1,3031,eval_0175,eval_1505,0,1,1,0,restored
sample_0755,pair_045,45,1,3,1013,eval_0954,eval_0215,1,0,1,0,both_correct
sample_0756,pair_026,26,3,2,3032,eval_0430,eval_0429,1,0,1,0,both_correct
sample_0757,pair_081,81,3,3,3033,eval_1332,eval_0687,0,1,1,0,restored
sample_0758,pair_011,11,1,1,1011,eval_0200,eval_0234,1,0,1,0,both_correct
sample_0759,pair_026,26,1,1,1011,eval_1110,eval_0436,1,0,1,0,both_correct
sample_0760,pair_033,33,1,1,1011,eval_0623,eval_1585,1,0,1,0,both_correct
sample_0761,pair_017,17,3,3,3033,eval_0740,eval_1330,0,1,1,0,restored
sample_0762,pair_079,79,3,3,3033,eval_0679,eval_1083,1,0,1,0,both_correct
sample_0763,pair_071,71,1,2,1012,eval_1139,eval_0018,1,0,1,0,both_correct
sample_0764,pair_074,74,2,2,2022,eval_0098,eval_0694,1,0,1,0,both_correct
sample_0765,pair_086,86,2,2,2022,eval_1349,eval_0421,1,0,1,0,both_correct
sample_0766,pair_064,64,1,3,1013,eval_1744,eval_1610,1,0,1,0,both_correct
sample_0767,pair_085,85,3,2,3032,eval_0773,eval_0708,1,0,1,0,both_correct
sample_0768,pair_009,9,1,1,1011,eval_0071,eval_0577,1,0,1,0,both_correct
sample_0769,pair_027,27,2,1,2021,eval_0956,eval_1591,1,0,1,0,both_correct
sample_0770,pair_027,27,3,2,3032,eval_1752,eval_0515,1,0,1,0,both_correct
sample_0771,pair_023,23,3,3,3033,eval_0676,eval_0382,0,1,1,0,restored
sample_0772,pair_007,7,1,3,1013,eval_1493,eval_1006,1,0,1,0,both_correct
sample_0773,pair_050,50,3,2,3032,eval_0685,eval_1607,1,0,1,0,both_correct
sample_0774,pair_046,46,2,3,2023,eval_1217,eval_0640,0,1,1,0,restored
sample_0775,pair_066,66,2,2,2022,eval_0444,eval_0818,1,0,1,0,both_correct
sample_0776,pair_094,94,2,2,2022,eval_1296,eval_1497,1,0,1,0,both_correct
sample_0777,pair_012,12,1,2,1012,eval_0605,eval_0070,1,0,1,0,both_correct
sample_0778,pair_041,41,2,2,2022,eval_0612,eval_0743,1,0,1,0,both_correct
sample_0779,pair_073,73,3,3,3033,eval_0840,eval_1287,1,0,1,0,both_correct
sample_0780,pair_005,5,1,3,1013,eval_0433,eval_1327,1,0,1,0,both_correct
sample_0781,pair_017,17,3,1,3031,eval_0269,eval_1492,1,0,1,0,both_correct
sample_0782,pair_071,71,3,2,3032,eval_0531,eval_0341,0,1,1,0,restored
sample_0783,pair_018,18,1,1,1011,eval_0172,eval_0995,0,1,1,0,restored
sample_0784,pair_031,31,1,2,1012,eval_0863,eval_1652,0,1,1,0,restored
sample_0785,pair_005,5,3,3,3033,eval_0254,eval_1439,1,0,1,0,both_correct
sample_0786,pair_097,97,3,3,3033,eval_0574,eval_0524,1,0,1,0,both_correct
sample_0787,pair_076,76,2,3,2023,eval_0530,eval_0805,0,1,1,0,restored
sample_0788,pair_025,25,2,2,2022,eval_0827,eval_0820,1,0,1,0,both_correct
sample_0789,pair_029,29,3,1,3031,eval_0795,eval_1619,0,1,1,0,restored
sample_0790,pair_005,5,2,1,2021,eval_0103,eval_1007,0,1,0,1,persistent_failure
sample_0791,pair_023,23,3,2,3032,eval_0985,eval_1739,1,0,0,1,worsened
sample_0792,pair_055,55,1,2,1012,eval_0152,eval_0238,1,0,1,0,both_correct
sample_0793,pair_048,48,1,2,1012,eval_1757,eval_0174,1,0,1,0,both_correct
sample_0794,pair_051,51,1,3,1013,eval_0072,eval_1701,1,0,1,0,both_correct
sample_0795,pair_100,100,1,1,1011,eval_0581,eval_1359,0,1,1,0,restored
sample_0796,pair_094,94,3,2,3032,eval_0204,eval_1402,1,0,1,0,both_correct
sample_0797,pair_004,4,2,2,2022,eval_0608,eval_0929,1,0,1,0,both_correct
sample_0798,pair_065,65,2,2,2022,eval_0280,eval_0376,0,1,1,0,restored
sample_0799,pair_033,33,3,2,3032,eval_1107,eval_1543,1,0,1,0,both_correct
sample_0800,pair_082,82,1,2,1012,eval_1602,eval_0455,1,0,1,0,both_correct
sample_0801,pair_060,60,3,3,3033,eval_0414,eval_0723,1,0,1,0,both_correct
sample_0802,pair_058,58,2,2,2022,eval_0294,eval_0844,0,1,1,0,restored
sample_0803,pair_041,41,3,3,3033,eval_0817,eval_0475,1,0,1,0,both_correct
sample_0804,pair_056,56,1,3,1013,eval_1204,eval_0362,1,0,1,0,both_correct
sample_0805,pair_025,25,3,2,3032,eval_0764,eval_0881,0,1,0,1,persistent_failure
sample_0806,pair_076,76,3,1,3031,eval_0869,eval_0108,0,1,1,0,restored
sample_0807,pair_001,1,2,1,2021,eval_0440,eval_0225,1,0,1,0,both_correct
sample_0808,pair_024,24,3,1,3031,eval_0898,eval_1268,0,1,1,0,restored
sample_0809,pair_054,54,1,3,1013,eval_0586,eval_1707,1,0,1,0,both_correct
sample_0810,pair_053,53,2,3,2023,eval_0692,eval_1538,0,1,1,0,restored
sample_0811,pair_081,81,3,2,3032,eval_0786,eval_1051,0,1,1,0,restored
sample_0812,pair_022,22,1,1,1011,eval_0502,eval_1266,1,0,1,0,both_correct
sample_0813,pair_052,52,2,1,2021,eval_0037,eval_1033,1,0,1,0,both_correct
sample_0814,pair_052,52,2,2,2022,eval_1403,eval_0627,1,0,1,0,both_correct
sample_0815,pair_063,63,3,1,3031,eval_0771,eval_1317,1,0,1,0,both_correct
sample_0816,pair_072,72,2,1,2021,eval_0624,eval_0355,0,1,1,0,restored
sample_0817,pair_006,6,1,3,1013,eval_0253,eval_1634,0,1,1,0,restored
sample_0818,pair_015,15,2,1,2021,eval_0538,eval_0560,0,1,1,0,restored
sample_0819,pair_087,87,1,2,1012,eval_1228,eval_0737,1,0,1,0,both_correct
sample_0820,pair_055,55,2,3,2023,eval_1490,eval_1218,1,0,1,0,both_correct
sample_0821,pair_050,50,3,1,3031,eval_0084,eval_1568,1,0,1,0,both_correct
sample_0822,pair_095,95,1,3,1013,eval_0236,eval_1541,1,0,1,0,both_correct
sample_0823,pair_024,24,2,1,2021,eval_0918,eval_1343,1,0,1,0,both_correct
sample_0824,pair_077,77,1,1,1011,eval_0997,eval_1254,1,0,1,0,both_correct
sample_0825,pair_054,54,1,2,1012,eval_1280,eval_1692,0,1,1,0,restored
sample_0826,pair_076,76,1,3,1013,eval_0975,eval_0309,1,0,1,0,both_correct
sample_0827,pair_045,45,3,1,3031,eval_0391,eval_1123,0,1,1,0,restored
sample_0828,pair_022,22,2,1,2021,eval_1200,eval_1233,1,0,1,0,both_correct
sample_0829,pair_060,60,1,2,1012,eval_0154,eval_0252,1,0,0,1,worsened
sample_0830,pair_090,90,3,2,3032,eval_0931,eval_0645,1,0,1,0,both_correct
sample_0831,pair_023,23,1,2,1012,eval_0501,eval_1190,1,0,1,0,both_correct
sample_0832,pair_078,78,3,1,3031,eval_0767,eval_0055,1,0,1,0,both_correct
sample_0833,pair_002,2,3,3,3033,eval_0806,eval_1238,1,0,1,0,both_correct
sample_0834,pair_003,3,3,1,3031,eval_0345,eval_1335,0,1,1,0,restored
sample_0835,pair_081,81,2,1,2021,eval_1772,eval_0732,0,1,1,0,restored
sample_0836,pair_048,48,3,2,3032,eval_1013,eval_0974,1,0,1,0,both_correct
sample_0837,pair_014,14,2,3,2023,eval_0814,eval_1162,0,1,1,0,restored
sample_0838,pair_085,85,1,2,1012,eval_1466,eval_0594,1,0,1,0,both_correct
sample_0839,pair_097,97,3,2,3032,eval_0384,eval_0051,1,0,1,0,both_correct
sample_0840,pair_092,92,2,2,2022,eval_0503,eval_0845,1,0,1,0,both_correct
sample_0841,pair_001,1,3,3,3033,eval_0020,eval_1161,1,0,1,0,both_correct
sample_0842,pair_061,61,1,1,1011,eval_0714,eval_0435,1,0,1,0,both_correct
sample_0843,pair_016,16,3,3,3033,eval_0990,eval_1302,1,0,0,1,worsened
sample_0844,pair_035,35,1,1,1011,eval_0657,eval_1432,1,0,1,0,both_correct
sample_0845,pair_017,17,3,2,3032,eval_1733,eval_1078,1,0,1,0,both_correct
sample_0846,pair_067,67,1,1,1011,eval_0858,eval_1389,1,0,1,0,both_correct
sample_0847,pair_024,24,3,2,3032,eval_0684,eval_1563,1,0,1,0,both_correct
sample_0848,pair_058,58,2,3,2023,eval_0069,eval_1189,0,1,1,0,restored
sample_0849,pair_063,63,3,3,3033,eval_1697,eval_1193,0,1,0,1,persistent_failure
sample_0850,pair_082,82,2,3,2023,eval_1481,eval_1104,1,0,1,0,both_correct
sample_0851,pair_096,96,2,1,2021,eval_0298,eval_1469,1,0,1,0,both_correct
sample_0852,pair_078,78,1,1,1011,eval_1549,eval_0428,1,0,1,0,both_correct
sample_0853,pair_004,4,2,3,2023,eval_1698,eval_1055,1,0,1,0,both_correct
sample_0854,pair_059,59,3,1,3031,eval_0700,eval_0539,1,0,1,0,both_correct
sample_0855,pair_010,10,2,1,2021,eval_1759,eval_0246,1,0,1,0,both_correct
sample_0856,pair_091,91,2,3,2023,eval_0839,eval_0097,0,1,1,0,restored
sample_0857,pair_070,70,2,1,2021,eval_1539,eval_0276,1,0,1,0,both_correct
sample_0858,pair_045,45,3,2,3032,eval_0599,eval_0270,1,0,0,1,worsened
sample_0859,pair_002,2,1,1,1011,eval_1443,eval_0733,0,1,1,0,restored
sample_0860,pair_057,57,2,1,2021,eval_0240,eval_0317,1,0,1,0,both_correct
sample_0861,pair_029,29,1,2,1012,eval_0754,eval_1465,0,1,1,0,restored
sample_0862,pair_012,12,2,3,2023,eval_0445,eval_0288,0,1,1,0,restored
sample_0863,pair_076,76,3,3,3033,eval_0155,eval_0296,1,0,1,0,both_correct
sample_0864,pair_055,55,3,2,3032,eval_1544,eval_0977,0,1,0,1,persistent_failure
sample_0865,pair_021,21,3,3,3033,eval_1067,eval_1501,1,0,1,0,both_correct
sample_0866,pair_056,56,3,3,3033,eval_0393,eval_1061,1,0,1,0,both_correct
sample_0867,pair_030,30,3,1,3031,eval_1227,eval_1676,1,0,1,0,both_correct
sample_0868,pair_013,13,1,2,1012,eval_0208,eval_1795,0,1,1,0,restored
sample_0869,pair_078,78,2,3,2023,eval_1395,eval_0132,1,0,1,0,both_correct
sample_0870,pair_017,17,2,3,2023,eval_1512,eval_0563,1,0,1,0,both_correct
sample_0871,pair_095,95,1,2,1012,eval_1433,eval_0250,0,1,1,0,restored
sample_0872,pair_031,31,3,3,3033,eval_0173,eval_0220,0,1,1,0,restored
sample_0873,pair_039,39,1,3,1013,eval_1019,eval_0656,1,0,1,0,both_correct
sample_0874,pair_015,15,1,1,1011,eval_1577,eval_0842,0,1,1,0,restored
sample_0875,pair_031,31,2,2,2022,eval_0673,eval_1099,1,0,1,0,both_correct
sample_0876,pair_050,50,1,1,1011,eval_1369,eval_0644,1,0,1,0,both_correct
sample_0877,pair_038,38,3,1,3031,eval_1351,eval_0655,1,0,1,0,both_correct
sample_0878,pair_063,63,1,2,1012,eval_1307,eval_1556,1,0,1,0,both_correct
sample_0879,pair_015,15,2,2,2022,eval_1704,eval_0205,1,0,1,0,both_correct
sample_0880,pair_072,72,1,1,1011,eval_1156,eval_0320,1,0,1,0,both_correct
sample_0881,pair_089,89,1,2,1012,eval_0479,eval_0359,1,0,1,0,both_correct
sample_0882,pair_100,100,1,2,1012,eval_0277,eval_0875,1,0,1,0,both_correct
sample_0883,pair_003,3,1,1,1011,eval_0067,eval_1074,0,1,0,1,persistent_failure
sample_0884,pair_074,74,3,3,3033,eval_0348,eval_0386,1,0,1,0,both_correct
sample_0885,pair_056,56,1,2,1012,eval_0782,eval_0289,1,0,1,0,both_correct
sample_0886,pair_038,38,1,1,1011,eval_1527,eval_0401,1,0,1,0,both_correct
sample_0887,pair_060,60,2,1,2021,eval_0318,eval_0497,1,0,1,0,both_correct
sample_0888,pair_004,4,2,1,2021,eval_1780,eval_1595,1,0,1,0,both_correct
sample_0889,pair_013,13,3,3,3033,eval_0693,eval_0978,0,1,1,0,restored
sample_0890,pair_075,75,3,1,3031,eval_1666,eval_1510,0,1,1,0,restored
sample_0891,pair_078,78,1,2,1012,eval_0315,eval_0661,1,0,1,0,both_correct
sample_0892,pair_076,76,2,2,2022,eval_0525,eval_1112,1,0,1,0,both_correct
sample_0893,pair_087,87,3,3,3033,eval_0821,eval_1093,1,0,1,0,both_correct
sample_0894,pair_011,11,3,2,3032,eval_1785,eval_1153,1,0,1,0,both_correct
sample_0895,pair_046,46,3,2,3032,eval_0090,eval_1366,0,1,0,1,persistent_failure
sample_0896,pair_032,32,1,1,1011,eval_1392,eval_1163,0,1,1,0,restored
sample_0897,pair_042,42,2,2,2022,eval_0465,eval_0008,0,1,1,0,restored
sample_0898,pair_089,89,3,3,3033,eval_1523,eval_0793,1,0,1,0,both_correct
sample_0899,pair_077,77,2,3,2023,eval_1164,eval_1134,1,0,1,0,both_correct
sample_0900,pair_003,3,3,3,3033,eval_0319,eval_0227,0,1,1,0,restored
